Model,1st Layer,2nd Layer,3rd Layer,4th Layer,Accuracy,Loss
model_1,c_5,c_6,c_9,c_3,0.7428,0.7823239914
model_2,c_4,c_7,c_3,c_6,0.7371,0.7863302718
model_3,m_2,c_5,c_1,c_2,0.6465,1.1460909034
model_4,c_5,c_7,c_2,c_1,0.7105,0.8450526757
model_5,c_5,c_3,c_6,c_9,0.7147,0.8642854575
model_6,c_3,m_1,m_3,m_3,0.5964,1.2042262806
model_7,c_5,c_8,c_10,c_6,0.7365,0.7655745142
model_8,c_6,m_3,s,-,0.7234,0.810174171
model_9,c_5,c_4,c_1,c_2,0.7041,0.8743383327
model_10,c_1,c_6,m_3,c_11,0.7555,0.7107493345
model_11,c_4,c_12,c_12,m_1,0.7454,0.7511210697
model_12,c_1,c_10,c_5,c_8,0.6646,0.9628445576
model_13,c_1,c_7,s,-,0.6951,0.9032085704
model_14,c_7,c_7,c_11,c_7,0.7273,0.8077844013
model_15,c_3,c_1,m_2,m_1,0.6924,0.8841849092
model_16,c_7,c_8,m_2,m_2,0.7374,0.7694108759
model_17,c_6,c_2,c_4,c_12,0.7217,0.8525566178
model_18,c_3,c_2,c_10,c_12,0.7233,0.8494987859
model_19,c_10,c_7,c_12,s,0.7293,0.8387213851
model_20,c_12,c_10,c_6,m_3,0.761,0.7030323519
model_21,c_11,c_10,s,-,0.6965,0.8950513916
model_22,c_7,c_1,c_2,m_2,0.7026,0.8672841078
model_23,c_7,c_9,c_5,c_12,0.6895,0.998207092
model_24,c_2,m_2,c_6,c_11,0.7621,0.7118523074
model_25,c_2,c_2,c_2,m_1,0.7234,0.8231538688
model_26,c_8,c_10,c_4,c_11,0.7327,0.8007753844
model_27,c_2,c_9,c_6,c_1,0.7219,0.8431401695
model_28,c_1,c_11,c_6,c_8,0.7395,0.7747865291
model_29,c_3,c_7,c_6,c_10,0.7243,0.8456251239
model_30,c_11,m_3,m_2,c_5,0.7012,0.8634085464
model_31,c_6,c_3,c_6,c_1,0.7104,0.8643187888
model_32,m_3,c_10,c_5,s,0.6909,0.9065854813
model_33,c_4,c_7,c_10,c_3,0.7226,0.8149588659
model_34,c_7,c_4,c_9,c_1,0.6956,0.8904698332
model_35,c_11,m_2,c_1,c_6,0.7632,0.7128329163
model_36,c_3,c_8,c_7,c_9,0.6969,0.8865173968
model_37,c_2,c_8,c_8,m_3,0.7447,0.7648122952
model_38,c_2,c_1,s,-,0.6945,0.899911047
model_39,c_6,c_11,c_4,s,0.6908,0.8864691418
model_40,c_9,c_11,c_11,c_8,0.7541,0.7445020029
model_41,c_12,s,-,-,0.6803,0.9452649376
model_42,c_12,c_6,c_6,c_2,0.7289,0.8136144799
model_43,c_4,c_5,m_3,s,0.723,0.8273366257
model_44,c_5,c_10,c_3,c_12,0.7163,0.9440973538
model_45,c_5,c_6,c_1,c_6,0.7405,0.7749704713
model_46,c_8,c_4,s,-,0.6848,0.9017666427
model_47,c_9,c_11,m_1,c_3,0.7222,0.8241986485
model_48,c_1,c_2,c_9,c_4,0.6901,0.9030096557
model_49,c_5,c_1,m_2,c_8,0.7324,0.8091076883
model_50,c_8,m_2,c_7,m_2,0.7141,0.829971841
model_51,c_7,c_2,c_10,c_6,0.7397,0.7647880274
model_52,c_4,c_11,m_1,c_11,0.7324,0.7839399269
model_53,c_6,s,-,-,0.6857,0.9753169553
model_54,c_3,c_4,c_8,m_2,0.7254,0.7945676965
model_55,c_1,c_9,c_3,m_3,0.7538,0.7268419079
model_56,c_10,m_3,c_2,m_2,0.7331,0.782418764
model_57,c_1,c_9,c_9,c_4,0.7339,0.8539845995
model_58,c_5,c_9,s,-,0.7092,0.901844762
model_59,c_5,c_9,m_3,c_7,0.7424,0.7582964886
model_60,c_10,c_10,c_7,c_11,0.7221,0.8503925808
model_61,c_5,c_3,c_3,c_11,0.7116,0.8832558167
model_62,c_1,c_5,c_7,c_12,0.7129,0.8651971282
model_63,c_10,m_3,c_12,m_1,0.7358,0.7687754572
model_64,c_10,c_6,c_1,c_3,0.7434,0.7522839264
model_65,c_11,c_2,c_3,c_3,0.7473,0.7637720175
model_66,m_1,c_4,c_10,m_1,0.6757,0.9214147032
model_67,c_11,m_1,c_6,s,0.7403,0.7632428288
model_68,m_2,m_2,c_1,m_2,0.6029,1.1740130949
model_69,c_1,c_3,c_12,c_2,0.75,0.7653037193
model_70,c_8,c_3,c_2,c_8,0.6984,0.8682634302
model_71,c_12,c_12,c_5,c_12,0.738,0.7725840079
model_72,c_2,c_1,c_4,c_10,0.6783,1.0622010723
model_73,c_2,m_2,c_8,m_2,0.7324,0.808079259
model_74,c_5,c_7,c_5,m_1,0.7118,0.8365593143
model_75,c_3,m_2,c_7,c_12,0.7747,0.7099987861
model_76,c_6,c_8,m_3,m_1,0.7426,0.7490457638
model_100,c_1,c_3,c_9,c_9,0.7339,0.8407261132
model_101,c_7,m_2,c_5,c_6,0.7258,0.8552287107
model_102,c_8,c_2,c_3,c_10,0.719,0.8139318573
model_103,c_11,c_1,c_11,c_5,0.741,0.7737423454
model_104,c_8,c_11,c_5,c_3,0.7429,0.7704539367
model_105,c_5,m_3,m_2,c_12,0.7156,0.8246446155
model_106,c_5,m_1,c_11,c_7,0.7282,0.8358966621
model_107,c_8,c_6,c_3,m_3,0.7574,0.7291201599
model_108,c_1,c_1,c_12,c_11,0.7502,0.7555090555
model_109,c_5,c_10,c_9,c_6,0.7319,0.7875219831
model_110,c_3,c_8,c_8,m_2,0.7058,0.8663253728
model_111,c_6,c_5,c_7,m_3,0.7269,0.7969543286
model_112,c_6,c_1,c_6,c_12,0.7364,0.784661207
model_113,c_12,m_3,c_4,c_2,0.7701,0.6870142332
model_114,c_1,c_1,c_4,s,0.7083,0.8586752849
model_115,c_7,c_3,c_1,c_2,0.7293,0.7918466836
model_116,c_8,c_2,s,-,0.6913,0.9116117841
model_117,c_3,m_3,m_3,c_2,0.6775,0.9138725137
model_118,c_3,c_5,c_11,m_2,0.73,0.7938007363
model_119,c_3,c_4,c_4,c_9,0.6947,0.8988509561
model_120,c_6,c_3,c_12,c_3,0.7418,0.7756717395
model_121,c_8,c_11,m_2,s,0.7315,0.7872298037
model_122,c_10,c_1,c_8,s,0.7163,0.8452591891
model_123,c_6,c_1,c_7,c_3,0.7297,0.8326694029
model_124,c_3,c_2,m_2,m_1,0.711,0.8339955484
model_125,c_1,c_7,c_6,c_8,0.7203,0.79331731
model_126,c_5,c_4,c_4,c_11,0.706,0.8899975504
model_127,c_5,c_11,c_11,c_4,0.7327,0.8042854309
model_128,c_3,m_3,c_2,m_3,0.7121,0.8469141524
model_129,c_4,c_7,c_7,c_1,0.6961,0.8853575271
model_130,c_9,c_3,s,-,0.72,0.8787051292
model_131,c_10,c_8,m_2,c_4,0.6941,0.8685959763
model_132,c_4,c_5,c_8,c_7,0.7141,0.8632926076
model_133,c_11,c_7,c_5,c_10,0.7332,0.7897909986
model_134,c_10,c_6,c_6,-,0.75,0.7631322838
model_135,c_6,c_4,c_9,m_3,0.6993,0.9162489613
model_136,c_4,m_1,c_1,m_1,0.6697,0.9707937905
model_137,c_11,m_1,s,-,0.7206,0.8545899255
model_138,c_9,c_9,c_3,c_11,0.7428,0.7439437937
model_139,c_4,c_10,c_7,c_9,0.7428,0.779880892
model_140,c_7,m_1,m_2,c_6,0.7413,0.7792871591
model_141,c_10,c_5,c_7,c_9,0.717,0.8397955895
model_142,c_4,c_8,m_3,c_9,0.7492,0.7213436077
model_143,c_11,c_3,m_1,-,0.7353,0.7858456052
model_144,c_12,c_4,m_1,c_2,0.7394,0.7735637818
model_145,m_1,c_6,c_10,s,0.6816,0.9332350018
model_146,c_11,c_1,m_1,c_7,0.7078,0.8688348225
model_147,c_8,m_3,m_3,c_4,0.6957,0.8646486259
model_148,c_9,c_1,c_4,c_5,0.7113,0.9032897329
model_149,c_2,c_6,c_2,c_7,0.7151,0.8251326609
model_150,c_2,c_7,c_1,c_4,0.7002,0.8892723557
model_151,c_2,m_2,c_11,c_5,0.7417,0.7873648536
model_152,c_8,c_11,c_10,c_2,0.7533,0.7903001865
model_153,c_9,c_5,c_8,c_2,0.7349,0.7949512573
model_154,c_1,c_9,s,-,0.707,0.8873637054
model_155,c_9,c_6,c_5,m_3,0.7145,0.8213008895
model_156,c_12,c_3,c_7,c_8,0.7455,0.7763146791
model_157,c_8,m_1,s,-,0.7055,0.8629354924
model_158,c_5,m_2,c_3,c_9,0.7582,0.7517212296
model_159,c_6,c_9,c_4,m_2,0.7077,0.8494519869
model_160,c_9,c_1,s,-,0.7004,0.8804449135
model_161,c_7,c_1,c_8,c_12,0.7318,0.7925765056
model_162,c_4,m_1,m_1,c_3,0.7041,0.8408856823
model_163,c_9,m_1,c_5,m_1,0.7254,0.8282388573
model_164,c_9,c_4,c_10,c_5,0.7348,0.8262996692
model_165,c_4,m_3,c_7,c_10,0.7196,0.8012406296
model_166,c_2,c_6,c_5,c_3,0.7089,0.8734121778
model_167,c_7,s,-,-,0.6715,0.9897862665
model_168,c_1,c_10,c_7,-,0.7222,0.8247413548
model_169,c_8,c_7,c_9,c_1,0.7346,0.7709338329
model_170,m_2,c_4,c_2,c_8,0.6949,1.0345639352
model_171,c_9,m_3,c_5,c_2,0.764,0.7067803078
model_172,c_6,c_7,c_2,c_5,0.7235,0.8489206846
model_173,c_12,c_7,c_5,m_2,0.73,0.8104104214
model_174,c_6,c_9,c_6,-,0.731,0.8075001251
model_175,c_7,m_3,c_7,c_5,0.7141,0.8361605177
model_176,c_4,c_6,m_1,c_3,0.7346,0.7783937957
model_177,c_2,c_11,c_3,c_4,0.7101,0.8256482285
model_178,c_6,c_4,c_9,c_12,0.7036,0.9035053473
model_179,c_8,c_6,m_3,c_4,0.722,0.7940262822
model_180,m_3,c_11,c_5,c_5,0.7039,0.895435882
model_181,c_1,m_1,c_4,c_4,0.7195,0.8503589423
model_182,c_2,c_11,s,-,0.7027,0.8776281724
model_183,c_3,c_11,c_3,c_5,0.7242,0.8350795701
model_184,c_3,c_10,c_8,c_1,0.7233,0.835932311
model_185,c_10,m_2,m_3,m_3,0.6254,1.1108768763
model_186,c_6,c_3,c_11,m_2,0.7235,0.8183247952
model_187,c_8,c_4,c_5,m_1,0.7001,0.86758887
model_188,c_11,c_10,c_7,-,0.6887,0.9549544148
model_189,c_10,m_1,c_7,m_2,0.717,0.8430352836
model_190,c_1,c_6,c_11,c_9,0.7541,0.7401165671
model_191,c_5,c_10,c_9,c_12,0.7601,0.7183190886
model_192,c_6,c_6,m_1,m_1,0.7072,0.8569964466
model_193,c_10,m_1,c_1,c_12,0.7252,0.8375806171
model_194,c_3,c_8,c_7,c_8,0.7292,0.7988058241
model_195,c_8,c_11,c_7,m_3,0.7413,0.7577078819
model_196,c_11,m_1,m_1,s,0.7236,0.8043487915
model_197,m_1,c_10,c_9,c_3,0.7168,0.916889709
model_198,c_10,c_5,m_2,s,0.7171,0.8623568889
model_199,c_9,m_1,m_3,m_3,0.6379,1.0747249052
model_200,c_10,c_9,c_12,m_1,0.7552,0.7580002848
model_201,c_12,c_12,c_6,-,0.7243,0.8543385256
model_202,c_6,c_2,c_6,c_5,0.7394,0.7826366808
model_203,c_8,c_2,c_9,c_5,0.7587,0.7580874927
model_204,c_5,c_1,c_9,c_10,0.7165,0.8692951122
model_205,c_11,c_7,s,-,0.7045,0.8934149969
model_206,c_12,c_3,c_5,c_8,0.7476,0.7550336497
model_207,c_1,m_3,m_2,c_5,0.6873,0.9039675798
model_208,c_3,c_6,c_6,c_11,0.732,0.80962291
model_209,m_3,c_10,c_5,-,0.6758,0.9614537455
model_210,c_6,c_4,c_7,m_2,0.7264,0.8024836096
model_211,c_10,c_9,c_10,c_6,0.7192,0.8234606778
model_212,c_4,c_5,c_9,c_9,0.7249,0.8115889087
model_213,c_9,c_7,c_10,c_5,0.7101,0.8781219827
model_214,c_2,m_3,c_7,c_8,0.7466,0.753097322
model_215,c_4,c_5,c_2,c_11,0.7032,0.8820885273
model_216,c_3,c_8,c_6,c_10,0.7323,0.8009937073
model_217,c_9,c_2,s,-,0.7139,0.8687310364
model_218,c_5,c_10,c_1,c_10,0.6763,1.062360374
model_219,c_7,c_4,c_9,c_6,0.7156,0.8484943774
model_220,c_1,c_9,c_4,c_11,0.7199,0.8349597565
model_221,c_5,c_12,c_5,c_1,0.7376,0.7688250314
model_222,c_1,m_3,c_2,m_3,0.6492,1.0115236469
model_223,c_11,c_7,m_2,c_10,0.7316,0.8826755759
model_224,c_11,c_1,s,-,0.6648,0.9658538896
model_225,c_4,c_2,c_5,c_10,0.7116,0.8328255834
model_226,c_12,c_9,c_7,c_8,0.7426,0.7791578982
model_227,c_11,c_1,c_4,c_1,0.6785,0.9445960993
model_228,c_5,m_2,c_5,m_3,0.7327,0.7943757248
model_229,c_3,c_8,c_6,c_6,0.7162,0.8280959481
model_230,c_12,m_2,c_10,s,0.7389,0.7876333079
model_231,c_3,m_1,c_5,c_6,0.7314,0.7829235833
model_232,c_2,c_1,c_12,c_6,0.7171,0.8635175241
model_233,c_9,m_1,c_6,c_11,0.7624,0.7092132522
model_234,c_11,c_5,c_9,c_12,0.7484,0.7796970806
model_235,c_7,c_8,c_9,c_11,0.7315,0.8229687913
model_236,c_4,m_3,c_6,m_1,0.7222,0.7988788995
model_237,c_6,m_3,c_10,c_1,0.747,0.7651273912
model_238,c_4,c_10,c_12,c_10,0.7483,0.7395920904
model_239,c_10,c_2,c_2,c_4,0.7191,0.8437972075
model_240,c_11,m_2,m_1,c_5,0.7301,0.8007798053
model_241,c_1,c_2,c_3,c_12,0.7321,0.7940191837
model_242,c_12,c_6,m_2,m_3,0.7548,0.7268474554
model_243,c_5,c_9,c_10,c_11,0.7234,0.8455004057
model_244,c_5,c_8,c_5,c_11,0.7263,0.8041749397
model_245,c_9,c_1,c_3,c_1,0.7096,0.8549804556
model_246,c_2,c_3,m_2,c_8,0.7331,0.8007754824
model_247,c_5,c_5,c_2,c_6,0.7226,0.8180536951
model_248,c_5,c_7,s,-,0.7177,0.8618602972
model_249,c_10,c_4,s,-,0.6833,0.9204417837
model_250,c_2,s,-,-,0.6772,0.9486585265
model_251,c_1,c_12,c_10,s,0.715,0.8593596407
