Model,1st Layer,2nd Layer,3rd Layer,4th Layer,Accuracy,Loss
model_2108,c_10,c_10,c_10,c_8,0.9804,0.059063163
model_2109,c_1,m_1,c_1,c_3,0.9645,0.11604784
model_2110,c_1,c_4,c_3,c_10,0.9825,0.058318846
model_2111,c_2,c_4,m_1,m_1,0.9718,0.09222957
model_2112,c_10,c_9,m_2,c_1,0.9803,0.06594825
model_2113,c_10,c_12,c_10,m_2,0.9804,0.0613509
model_2114,c_8,c_6,c_12,c_10,0.9801,0.06164042
model_2115,c_10,c_5,m_1,c_4,0.9728,0.09305124
model_2116,c_2,c_2,c_4,c_1,0.9796,0.063147075
model_2117,c_2,m_1,c_5,c_12,0.9681,0.10615956
model_2118,c_5,c_9,c_4,s,0.9795,0.059400994
model_2119,c_7,c_9,c_11,c_12,0.9808,0.060025945
model_2120,c_11,m_3,c_3,m_1,0.971,0.094922364
model_2121,c_9,c_8,c_7,c_8,0.9805,0.06269994
model_2122,c_5,c_3,c_4,m_2,0.9806,0.060581274
model_2123,c_8,c_7,m_1,c_9,0.9732,0.090406716
model_2124,c_10,c_3,c_1,c_12,0.9807,0.058600485
model_2125,c_12,c_7,c_5,m_2,0.9804,0.06009319
model_2126,c_7,c_2,c_5,c_1,0.9816,0.059019048
model_2127,c_1,c_3,c_8,c_4,0.9781,0.06527639
model_2128,c_10,m_3,c_3,c_3,0.9607,0.13174506
model_2129,c_11,m_1,m_3,-,0.9493,0.17544408
model_2130,c_9,c_4,c_10,c_7,0.9811,0.05928163
model_2131,c_5,m_3,c_3,c_6,0.9705,0.09563572
model_2132,c_8,c_1,c_7,c_8,0.9818,0.05796788
model_2133,c_9,c_8,c_7,m_3,0.9795,0.060381938
model_2134,c_8,m_2,c_8,c_7,0.9675,0.10941443
model_2135,c_3,c_11,m_3,c_12,0.9804,0.06660515
model_2136,c_10,c_7,c_7,m_3,0.9815,0.058483817
model_2137,c_8,c_5,c_7,c_5,0.9796,0.060832627
model_2138,c_5,c_3,c_12,c_1,0.9778,0.06637772
model_2139,c_3,c_1,c_1,-,0.9765,0.07752907
model_2140,c_2,c_10,c_2,c_8,0.9795,0.0649402
model_2141,c_5,c_5,c_4,c_1,0.9804,0.06219474
model_2142,c_5,c_5,c_1,c_11,0.9806,0.06063068
model_2143,c_11,c_11,c_12,m_1,0.9798,0.058922444
model_2144,m_3,c_9,m_3,m_1,0.7905,0.7005113
model_2145,c_5,c_6,m_1,c_12,0.9733,0.08756458
model_2146,c_7,m_3,c_5,c_5,0.9617,0.13049783
model_2147,c_10,c_2,c_12,m_2,0.9817,0.056252353
model_2148,c_3,c_2,c_4,c_2,0.9801,0.060749512
model_2149,m_3,c_5,c_12,-,0.8455,0.49493134
model_2150,c_3,c_5,m_3,m_2,0.9798,0.0673671
model_2151,c_4,c_11,m_1,m_2,0.9737,0.086017124
model_2152,c_7,c_5,m_3,c_11,0.979,0.06805025
model_2153,m_1,c_4,c_7,c_7,0.9585,0.140217
model_2154,c_9,c_10,c_2,c_6,0.9801,0.06534067
model_2155,c_8,c_6,m_1,s,0.9736,0.08478238
model_2156,c_5,c_1,m_2,c_10,0.9702,0.099629484
model_2157,c_7,c_11,c_4,c_5,0.9793,0.063159
model_2158,c_3,c_10,c_7,c_9,0.9792,0.061465904
model_2159,m_1,c_2,c_3,c_4,0.9577,0.14026664
model_2160,c_11,m_1,c_8,m_3,0.9669,0.10652741
model_2161,c_5,c_9,c_12,c_6,0.9803,0.05912847
model_2162,c_11,m_2,m_2,c_1,0.9638,0.13754383
model_2163,c_3,c_7,c_12,c_1,0.9805,0.05934797
model_2164,c_3,c_10,c_4,c_7,0.9804,0.058492932
model_2165,c_10,m_2,s,-,0.9475,0.18116193
model_2166,c_3,c_2,c_4,m_3,0.9811,0.060180478
model_2167,c_6,c_5,c_11,c_4,0.9811,0.06169213
model_2168,c_6,c_5,c_11,c_8,0.9785,0.06281819
model_2169,c_2,c_12,c_2,s,0.9801,0.060472935
model_2170,c_7,c_2,c_9,m_1,0.9808,0.060470775
model_2171,c_5,c_9,m_2,c_10,0.9768,0.07532047
model_2172,c_6,c_11,c_5,c_9,0.9798,0.061337188
model_2173,c_11,c_11,c_10,m_3,0.9794,0.06376232
model_2174,c_7,m_2,m_3,c_1,0.8684,0.534016
model_2175,c_3,c_11,c_9,c_5,0.9806,0.061776694
model_2176,c_2,m_1,m_1,m_1,0.9424,0.20438813
model_2177,c_3,c_3,c_4,c_2,0.9805,0.060970645
model_2178,c_6,c_1,c_10,c_3,0.9811,0.058650494
model_2179,c_9,c_6,c_6,c_2,0.9802,0.059918717
model_2180,c_1,c_3,c_10,c_11,0.9785,0.06645406
model_2181,c_11,c_7,c_9,c_12,0.9807,0.058228444
model_2182,c_4,c_10,c_7,m_2,0.9808,0.058859054
model_2183,c_4,m_1,c_3,c_12,0.9665,0.10936591
model_2184,c_6,c_10,c_10,m_1,0.9806,0.061379425
model_2185,c_5,c_12,c_5,c_9,0.98,0.0635002
model_2186,c_12,c_1,c_4,c_9,0.9799,0.062175516
model_2187,c_4,c_11,c_1,c_5,0.9818,0.05717068
model_2188,c_6,c_11,c_2,c_10,0.9783,0.06577553
model_2189,c_11,c_5,c_9,c_10,0.9819,0.056717977
model_2190,c_4,c_1,m_1,m_2,0.9719,0.0940408
model_2191,c_9,c_4,c_3,m_2,0.9807,0.061933048
model_2192,c_4,c_5,c_12,c_8,0.9789,0.06292152
model_2193,c_9,c_6,c_8,c_8,0.9802,0.060090814
model_2194,c_5,c_11,c_4,c_8,0.9801,0.063437864
model_2195,c_2,m_3,c_9,c_8,0.9728,0.08830085
model_2196,c_11,c_2,c_11,m_2,0.9793,0.064992316
model_2197,m_1,c_7,c_8,m_3,0.9576,0.13757695
model_2198,c_7,c_7,c_11,c_4,0.9797,0.059995096
model_2199,c_12,c_7,c_4,s,0.9799,0.059515487
model_2200,c_8,c_7,c_2,c_5,0.9806,0.059112445
model_2201,c_6,c_4,c_6,c_5,0.9778,0.06412892
model_2202,c_6,c_4,c_6,c_10,0.9796,0.06091878
model_2203,c_12,m_2,s,-,0.9594,0.14428304
model_2204,c_12,c_4,c_8,c_2,0.9797,0.06481448
model_2205,c_10,m_1,m_2,c_10,0.9419,0.22298668
model_2206,c_8,c_9,m_1,c_12,0.9735,0.086021245
model_2207,c_6,c_6,c_6,c_4,0.9782,0.06832078
model_2208,c_3,m_3,c_11,c_8,0.9744,0.08677599
model_2209,c_4,m_2,m_1,c_3,0.932,0.24130677
model_2210,c_10,c_1,c_11,m_1,0.9805,0.059434667
model_2211,c_4,c_9,c_2,s,0.9786,0.06428707
model_2212,c_8,c_2,c_11,c_10,0.9804,0.06242729
model_2213,c_3,c_4,c_11,c_3,0.9801,0.060597226
model_2214,c_11,c_5,c_8,m_3,0.9782,0.06322102
model_2215,c_3,c_9,c_6,c_12,0.9797,0.060792852
model_2216,c_4,c_12,m_1,m_2,0.9748,0.08066392
model_2217,c_7,c_6,c_3,c_7,0.9789,0.065778576
model_2218,c_2,m_2,c_9,c_7,0.9679,0.10966755
model_2219,c_11,c_5,c_8,c_9,0.9794,0.06408648
model_2220,c_12,c_10,c_8,c_5,0.9776,0.06468073
model_2221,c_5,c_12,c_7,c_2,0.9815,0.057223175
model_2222,m_1,c_11,c_6,m_1,0.9573,0.14213212
model_2223,c_10,c_10,c_4,c_10,0.9805,0.059745856
model_2224,c_11,c_4,c_12,c_7,0.9806,0.059350453
model_2225,c_1,c_8,c_12,c_9,0.9813,0.060944453
model_2226,m_1,c_2,s,-,0.9334,0.22529267
model_2227,c_8,c_5,c_6,c_6,0.9807,0.061991002
model_2228,c_11,c_8,s,-,0.9764,0.07130716
model_2229,c_9,c_9,c_1,c_8,0.9793,0.06297002
model_2230,c_5,c_3,c_2,c_1,0.9795,0.06143571
model_2231,c_12,c_3,m_1,c_5,0.973,0.0879638
model_2232,c_9,c_10,c_1,c_1,0.9796,0.060720142
model_2233,c_8,c_3,c_7,c_10,0.9798,0.06096791
model_2234,c_11,c_5,c_12,c_9,0.9804,0.059157524
model_2235,c_12,c_4,c_8,m_1,0.9809,0.062172648
model_2236,c_8,c_8,c_7,m_3,0.9792,0.06294638
model_2237,m_1,m_1,c_2,c_4,0.8334,0.52857095
model_2238,c_7,m_3,m_3,m_2,0.6121,1.5446007
model_2239,c_9,c_5,c_9,c_2,0.9805,0.060228463
model_2240,c_10,c_7,c_1,c_6,0.9813,0.057998743
model_2241,c_4,m_3,m_2,c_8,0.861,0.5435748
model_2242,c_6,c_2,c_7,m_1,0.979,0.0612676
model_2243,c_7,c_8,c_6,c_6,0.9784,0.06556745
model_2244,c_3,c_9,c_8,m_3,0.9801,0.06312983
model_2245,c_4,m_1,c_6,c_11,0.9663,0.1150913
model_2246,c_12,c_6,c_12,c_11,0.9801,0.06089119
model_2247,c_12,c_9,c_7,c_10,0.9785,0.065710306
model_2248,c_2,c_9,c_10,c_8,0.9799,0.06274603
model_2249,c_10,c_3,m_2,c_12,0.9794,0.06663956
model_2250,c_4,m_3,m_3,c_9,0.5983,1.5098037
