Model,1st Layer,2nd Layer,3rd Layer,4th Layer,Accuracy,Loss
model_483,c_5,c_3,c_2,m_3,0.9803,0.0613397
model_484,c_5,c_4,m_2,m_2,0.9722,0.09267263
model_485,c_10,m_2,c_12,c_6,0.9641,0.11774464
model_486,c_4,c_5,c_9,s,0.9792,0.06496999
model_487,c_7,c_9,c_8,c_2,0.9806,0.061132327
model_488,c_5,c_6,c_5,c_10,0.9795,0.06328936
model_489,c_7,c_9,c_11,c_6,0.9805,0.061267484
model_490,c_7,c_10,c_5,c_5,0.9808,0.058863282
model_491,c_10,m_2,c_11,c_3,0.9645,0.115550116
model_492,c_8,c_1,c_10,c_2,0.9816,0.056357794
model_493,c_7,c_7,c_4,c_1,0.9808,0.059132423
model_494,c_1,c_1,c_10,c_9,0.9811,0.060297895
model_495,c_1,c_6,c_4,c_3,0.9814,0.056733217
model_496,c_3,c_8,c_5,-,0.9761,0.072255306
model_497,c_4,c_6,c_8,c_2,0.9816,0.05798592
model_498,c_3,m_3,c_11,c_10,0.9747,0.08765347
model_499,c_9,c_8,s,-,0.9754,0.07415268
model_500,c_3,c_11,c_12,m_2,0.9815,0.061485454
model_1501,c_7,c_10,c_3,c_3,0.9804,0.05986701
model_1502,c_10,c_12,s,-,0.9769,0.072449245
model_1503,m_2,c_9,c_3,s,0.9496,0.16388707
model_1504,c_7,c_11,c_8,c_4,0.9802,0.060891315
model_1505,c_6,c_1,c_1,c_3,0.9795,0.063610345
model_1506,c_11,c_6,c_5,c_8,0.9796,0.063238956
model_1507,c_4,c_7,c_11,m_1,0.9811,0.058796924
model_1508,c_7,m_1,c_10,s,0.9653,0.109463304
model_1509,c_10,c_10,c_10,c_10,0.9798,0.06076517
model_1510,c_7,c_2,m_2,c_1,0.9732,0.08803502
model_1511,c_10,m_2,c_4,c_11,0.9624,0.12263613
model_1512,c_7,c_10,s,-,0.9758,0.07674749
model_1513,c_7,c_6,c_11,m_2,0.9805,0.059628427
model_1514,c_6,c_8,c_6,s,0.979,0.06398562
model_1515,c_12,c_12,c_3,m_3,0.9806,0.05921581
model_1516,c_3,c_8,s,-,0.9759,0.0765859
model_1517,c_2,c_6,c_5,c_11,0.9816,0.062198777
model_1518,c_12,m_3,c_8,c_6,0.974,0.08863574
model_1519,c_6,m_3,c_9,m_2,0.9751,0.08623993
model_1520,c_9,c_7,s,-,0.9766,0.07252472
model_1521,c_5,c_6,c_3,c_8,0.9804,0.06085931
model_1522,c_9,c_5,c_2,m_1,0.9786,0.06631265
model_1523,c_12,m_2,c_1,c_1,0.9704,0.09958682
model_1524,c_3,c_4,c_9,c_6,0.9786,0.06619497
model_1525,c_4,c_5,c_10,c_11,0.9799,0.06132451
model_1526,c_5,m_3,c_4,c_5,0.9614,0.13213404
model_1527,c_6,c_7,c_2,c_1,0.9812,0.060457718
model_1528,c_7,c_8,c_11,c_2,0.9802,0.060548585
model_1529,c_1,c_9,m_1,c_9,0.9745,0.08326685
model_1530,c_1,c_4,m_1,c_3,0.9723,0.09428562
model_1531,c_8,m_3,c_9,c_12,0.9709,0.09812579
model_1532,c_5,m_2,c_3,c_10,0.9671,0.10624687
model_1533,c_10,c_10,c_3,c_2,0.9813,0.0574133
model_1534,c_12,c_2,c_12,m_2,0.9802,0.060387477
model_1535,c_6,c_9,c_2,c_8,0.9792,0.06402405
model_1536,c_10,m_1,c_4,c_11,0.9644,0.11565216
model_1537,c_2,c_12,c_1,m_2,0.9798,0.062227063
model_1538,c_6,c_5,s,-,0.9766,0.076352805
model_1539,c_1,c_9,c_9,c_4,0.9793,0.06423683
model_1540,c_10,c_5,c_10,c_6,0.9806,0.059203934
model_1541,c_2,m_2,m_2,c_9,0.9626,0.14485374
model_1542,m_3,c_2,c_8,m_2,0.8708,0.3929348
model_1543,c_2,m_1,c_11,c_9,0.9691,0.105549574
model_1544,c_12,c_7,c_1,c_3,0.9795,0.062175352
model_1545,c_8,c_6,c_10,c_4,0.9804,0.06059471
model_1546,c_4,c_4,c_2,c_10,0.9805,0.05898783
model_1547,c_10,s,-,-,0.9569,0.14598967
model_1548,m_1,c_3,m_2,-,0.9336,0.22195247
model_1549,c_10,c_8,c_11,c_9,0.9812,0.05801776
model_1550,c_2,c_2,c_2,c_2,0.9787,0.06430438
model_1551,c_11,c_9,c_2,c_11,0.9801,0.05990994
model_1552,c_6,c_6,c_5,c_4,0.9777,0.0679675
model_1553,c_2,c_6,c_1,c_12,0.9796,0.061782535
model_1554,c_7,c_12,c_4,c_2,0.9808,0.059587926
model_1555,c_3,c_11,c_6,m_2,0.9788,0.06525994
model_1556,c_2,m_2,c_11,c_7,0.9687,0.104086176
model_1557,c_2,c_11,c_1,m_1,0.9817,0.05971712
model_1558,c_4,c_5,c_6,c_5,0.9804,0.05940316
model_1559,c_7,m_2,c_6,c_4,0.9643,0.11689243
model_1560,c_6,c_8,c_1,c_7,0.9806,0.06349257
model_1561,c_3,c_3,c_1,c_1,0.9789,0.06657971
model_1562,c_2,c_8,m_3,c_4,0.9807,0.06647137
model_1563,c_12,c_3,c_6,c_6,0.9783,0.066199
model_1564,c_12,c_11,m_3,c_4,0.9799,0.06859865
model_1565,c_2,c_8,c_12,c_5,0.9802,0.062010348
model_1566,c_11,c_4,c_4,s,0.9792,0.061011273
model_1567,c_7,c_12,s,-,0.9767,0.07346752
model_1568,c_11,c_9,m_3,c_9,0.9822,0.05674771
model_1569,c_5,c_11,c_12,c_2,0.9813,0.06003616
model_1570,c_4,c_7,m_1,c_4,0.9718,0.09290362
model_1571,c_5,m_2,m_3,m_1,0.929,0.2831033
model_1572,c_2,c_1,c_10,c_8,0.9818,0.059517503
model_1573,c_1,c_3,c_6,c_3,0.9804,0.056933537
model_1574,c_8,c_3,c_7,c_4,0.9801,0.060111612
model_1575,c_1,c_6,c_7,s,0.9801,0.060518574
model_1576,c_6,c_5,c_5,c_5,0.9789,0.06509986
model_1577,c_6,c_8,m_2,c_8,0.974,0.08472196
model_1578,c_4,c_6,m_2,c_8,0.9785,0.06858904
model_1579,c_2,c_6,c_7,c_2,0.981,0.060626227
model_1580,c_10,m_2,c_8,c_4,0.9633,0.11901236
model_1581,c_7,m_3,c_6,m_2,0.9552,0.15919858
model_1582,c_5,m_3,c_1,c_3,0.9687,0.106106915
model_1583,c_10,m_3,m_3,s,0.6107,1.5085288
model_1584,c_5,c_9,c_8,m_1,0.9796,0.06438021
model_1585,c_10,c_5,c_9,c_7,0.9799,0.060814966
model_1586,c_8,m_3,c_12,c_4,0.9715,0.09778714
model_1587,c_1,c_2,c_5,c_10,0.9809,0.05807766
model_1588,c_2,c_2,c_10,c_8,0.9806,0.060171526
model_1589,c_12,c_6,s,-,0.9768,0.07466102
model_1590,c_9,c_4,c_6,c_4,0.9786,0.0612897
model_1591,c_4,c_10,c_4,c_6,0.9808,0.0586778
model_1592,c_3,m_2,c_8,c_9,0.9685,0.10287824
model_1593,m_2,m_2,c_4,c_6,0.7124,0.87268424
model_1594,c_1,c_1,c_11,c_6,0.9804,0.058347
model_1595,c_6,m_1,c_5,c_3,0.9694,0.10502276
model_1596,c_2,c_9,c_5,c_9,0.9792,0.061832912
model_1597,c_2,c_6,c_10,m_1,0.9809,0.06033196
model_1598,c_3,c_4,c_8,m_3,0.9792,0.06397098
model_1599,c_9,c_3,s,-,0.9771,0.07110166
model_1600,c_12,c_7,s,-,0.9771,0.072672024
model_1601,c_5,c_7,c_4,c_1,0.9818,0.059050348
model_1602,c_10,c_5,c_8,c_9,0.9813,0.058638982
model_1603,c_4,c_8,c_2,c_12,0.9797,0.06449202
model_1604,c_10,c_12,c_10,c_3,0.9809,0.060556363
model_1605,c_10,m_1,m_2,c_5,0.9416,0.21789317
model_1606,c_8,c_2,c_7,c_4,0.9808,0.059057858
model_1607,c_3,c_7,c_7,c_4,0.9805,0.06426619
model_1608,c_8,m_3,c_10,c_5,0.9672,0.10918498
model_1609,c_6,c_4,m_2,s,0.9715,0.09287151
model_1610,c_7,c_1,c_12,c_3,0.9806,0.059634503
model_1611,c_3,c_4,c_7,s,0.9806,0.06053432
model_1612,c_8,c_8,s,-,0.9778,0.06999418
model_1613,c_7,c_12,m_1,c_9,0.9737,0.0859404
model_1614,c_8,s,-,-,0.962,0.13284324
model_1615,c_8,c_9,m_1,m_2,0.9734,0.08434257
model_1616,c_5,c_12,s,-,0.9772,0.07202849
model_1617,c_12,c_7,c_2,c_3,0.979,0.0656665
model_1618,c_12,c_5,c_11,c_5,0.9797,0.06013309
model_1619,c_1,c_1,c_8,c_7,0.9807,0.05643825
model_1620,c_10,c_10,c_5,c_6,0.981,0.060498532
model_1621,c_11,c_5,c_7,m_2,0.9818,0.059611633
model_1622,c_8,c_2,c_7,c_3,0.9803,0.059192095
model_1623,c_2,c_7,c_12,c_5,0.9796,0.06289433
model_1624,c_8,c_1,m_1,m_3,0.9723,0.09075532
model_1625,m_1,c_6,c_8,c_10,0.9579,0.14375664
model_1626,c_8,m_3,c_5,c_4,0.9698,0.10102647
model_1627,c_5,c_12,c_8,c_6,0.9815,0.05939395
model_1628,c_9,c_6,c_11,c_6,0.9811,0.06269971
model_1629,c_12,c_1,c_6,c_1,0.9816,0.059453186
model_1630,c_3,s,-,-,0.9637,0.12989098
model_1631,c_1,c_11,c_2,c_1,0.9808,0.05980442
model_1632,c_8,c_11,c_7,m_2,0.9797,0.05951972
model_1633,c_7,c_3,c_3,m_1,0.9792,0.064038515
model_1634,c_1,c_10,c_12,c_9,0.9808,0.05908581
model_1635,c_4,c_7,c_9,c_4,0.9798,0.06342235
model_1636,c_9,m_1,c_7,c_4,0.9687,0.107610956
model_1637,c_1,m_3,m_1,s,0.9377,0.26260978
model_1638,c_11,c_4,c_11,m_1,0.9812,0.060428064
model_1639,c_1,s,-,-,0.9575,0.14356542
model_1640,c_5,m_2,c_7,c_11,0.9665,0.111156255
model_1641,c_4,s,-,-,0.9587,0.13953258
model_1642,c_3,c_3,c_5,c_9,0.979,0.06330294
model_1643,c_1,c_8,m_3,c_8,0.9807,0.063888766
model_1644,c_12,m_1,c_10,s,0.9675,0.10762397
model_1645,c_5,c_7,m_1,m_3,0.9733,0.0913797
model_1646,c_11,c_2,c_8,m_3,0.979,0.06407128
model_1647,c_9,m_2,m_3,c_8,0.9482,0.20749582
model_1648,c_3,c_7,c_1,c_8,0.9802,0.060714714
model_1649,c_4,m_2,c_12,m_1,0.964,0.116649106
model_1650,c_4,c_9,m_1,c_9,0.9738,0.08689149
model_1651,c_2,c_1,c_12,m_3,0.9799,0.060158882
model_1652,c_9,c_8,c_6,c_6,0.9782,0.06363148
model_1653,c_5,c_11,c_5,m_2,0.9811,0.058560528
model_1654,c_11,c_2,c_9,c_1,0.9808,0.06023071
model_1655,c_10,c_7,c_6,s,0.981,0.060294967
model_1656,c_9,c_7,c_10,c_8,0.9792,0.06128212
model_1657,c_9,m_2,c_3,c_4,0.9681,0.10589224
model_1658,c_7,c_3,c_10,m_2,0.9786,0.062801756
model_1659,m_2,s,-,-,0.8887,0.41835153
model_1660,c_10,m_1,c_2,c_7,0.9649,0.1134663
model_1661,c_10,c_2,c_11,s,0.9811,0.061697647
model_1662,c_4,c_6,m_1,c_9,0.972,0.09117287
model_1663,c_4,c_6,c_4,c_4,0.9808,0.0590283
model_1664,c_12,c_9,c_7,s,0.9808,0.061621655
model_1665,c_6,c_7,c_4,c_1,0.9806,0.059524693
model_1666,c_3,c_4,c_1,c_7,0.9789,0.06498076
model_1667,c_10,m_3,c_2,m_1,0.9543,0.15888739
model_1668,c_9,c_2,c_1,m_2,0.9787,0.064974435
model_1669,c_4,c_6,c_9,c_10,0.9808,0.058221444
model_1670,c_6,m_3,c_8,s,0.9739,0.084968045
model_1671,c_4,c_6,m_1,m_3,0.9729,0.08652169
model_1672,c_1,c_12,c_7,c_7,0.9816,0.05713021
model_1673,c_9,c_8,c_1,s,0.9802,0.06032978
model_1674,c_2,c_1,c_12,c_9,0.981,0.058318373
model_1675,c_7,c_2,c_3,m_2,0.9794,0.062317047
model_1676,c_3,c_3,c_10,c_9,0.978,0.06543112
model_1677,c_12,c_6,c_5,s,0.9803,0.062372442
model_1678,c_6,m_1,c_7,c_5,0.9679,0.10681157
model_1679,c_1,c_7,c_3,c_12,0.9808,0.058935825
model_1680,c_9,s,-,-,0.963,0.12784523
model_1681,c_5,m_3,c_3,c_7,0.9704,0.10017823
model_1682,c_2,c_5,c_2,c_2,0.9783,0.062399056
model_1683,c_7,m_1,c_4,c_7,0.9654,0.115905665
model_1684,c_6,c_4,c_5,c_1,0.9801,0.061089486
model_1685,c_9,c_4,s,-,0.9772,0.072473556
model_1686,c_12,c_3,c_2,c_1,0.9813,0.060760256
model_1687,c_1,m_3,c_11,c_2,0.9594,0.13460115
model_1688,c_3,c_10,m_1,c_6,0.973,0.09341211
model_1689,c_10,m_3,m_3,c_1,0.6515,1.5367497
model_1690,c_6,c_5,c_3,c_8,0.9807,0.06079265
model_1691,c_10,c_3,c_11,c_11,0.9799,0.062066056
model_1692,c_3,m_3,c_2,s,0.9744,0.08600824
model_1693,c_5,c_11,m_3,m_2,0.9796,0.0682421
model_1694,c_3,c_12,c_3,m_2,0.9803,0.06140925
model_1695,c_10,c_9,c_3,c_12,0.9801,0.06258356
model_1696,c_12,c_12,c_3,c_5,0.9805,0.059883557
model_1697,c_4,c_11,m_2,m_1,0.9746,0.082529165
model_1698,c_11,c_11,c_6,c_7,0.9807,0.06048118
model_1699,c_2,c_10,c_5,c_5,0.9794,0.06140566
model_1700,c_12,c_3,c_7,m_1,0.9813,0.05873222
model_1701,c_9,c_2,s,-,0.9774,0.07220268
model_1702,c_12,m_1,c_7,c_2,0.9684,0.10588798
model_1703,c_2,c_11,c_4,c_10,0.9795,0.061958596
model_1704,c_3,c_5,s,-,0.9769,0.07370273
model_1705,c_7,m_3,c_9,c_6,0.9606,0.13105328
model_1706,m_3,c_9,m_2,c_7,0.815,0.62066036
model_1707,c_4,c_5,c_6,c_2,0.9813,0.05904814
model_1708,c_4,c_7,c_10,c_6,0.9795,0.06596918
model_1709,c_10,m_2,c_12,c_8,0.9665,0.11424164
model_1710,c_3,c_1,s,-,0.9768,0.07417922
model_1711,c_11,c_7,c_8,c_3,0.9807,0.06117694
model_1712,c_1,c_11,c_11,c_1,0.982,0.05781752
model_1713,c_7,c_3,c_6,c_1,0.9817,0.05931534
model_1714,c_11,c_8,c_12,m_3,0.9789,0.06326187
model_1715,c_9,m_1,c_10,c_4,0.9677,0.10693857
model_1716,c_8,c_3,c_9,m_1,0.978,0.06485518
model_1717,c_2,c_6,c_1,s,0.9807,0.062083606
model_1718,m_1,c_6,c_8,c_3,0.9576,0.14323744
model_1719,c_8,c_12,m_2,c_3,0.9791,0.07206717
model_1720,c_1,c_6,c_8,c_1,0.9811,0.058021426
model_1721,c_3,c_9,m_2,m_3,0.9779,0.06940713
model_1722,c_3,c_1,c_8,m_2,0.9785,0.06606656
model_1723,c_11,c_2,c_4,c_3,0.9799,0.06382138
model_1724,c_2,c_8,m_2,c_3,0.9752,0.083650775
model_1725,c_1,m_3,c_11,c_10,0.9597,0.1392783
model_1726,c_10,c_2,m_1,c_2,0.9716,0.09144215
model_1727,c_9,c_8,m_2,m_1,0.976,0.077522
model_1728,c_2,m_3,c_9,c_1,0.9722,0.09393084
model_1729,c_11,c_3,c_5,s,0.9817,0.05985505
model_1730,c_9,c_12,m_3,c_6,0.9812,0.06056402
model_1731,c_5,c_8,m_1,c_4,0.9719,0.08974763
model_1732,c_3,c_6,m_1,c_2,0.9727,0.087499484
model_1733,c_9,c_10,c_9,m_3,0.9794,0.06486766
model_1734,c_10,c_10,c_11,c_5,0.9812,0.058522858
model_1735,c_3,c_4,c_7,c_11,0.9795,0.06413423
model_1736,c_12,c_10,c_8,c_9,0.982,0.05879468
model_1737,c_3,m_1,s,-,0.9533,0.16393334
model_1738,c_3,c_10,c_10,c_10,0.9782,0.06410378
model_1739,c_4,c_4,s,-,0.9775,0.07595925
model_1740,c_4,m_1,c_10,c_2,0.9674,0.11084886
model_1741,c_12,c_7,c_10,m_3,0.9805,0.061018445
model_1742,c_5,c_11,c_6,s,0.9789,0.06307855
model_1743,c_6,s,-,-,0.9626,0.1315919
model_1744,c_2,m_2,s,-,0.9555,0.15514562
model_1745,c_4,c_9,m_3,c_5,0.9815,0.060449053
model_1746,c_11,c_2,c_5,c_9,0.9784,0.067108706
model_1747,c_1,m_1,s,-,0.9448,0.18632749
model_1748,c_9,m_3,m_3,s,0.8447,0.6635382
model_1749,c_9,c_10,c_5,c_12,0.9799,0.06176462
model_1750,c_8,c_2,c_4,c_6,0.9809,0.062451743
model_1751,c_2,m_3,c_8,c_3,0.9712,0.0942841
model_1752,c_1,m_1,c_8,c_12,0.9666,0.1105884
model_1753,c_6,m_1,c_3,c_3,0.969,0.1014726
model_1754,c_6,c_4,c_8,c_5,0.9792,0.06480693
model_1755,c_9,c_4,c_11,c_4,0.9772,0.06457507
model_1756,c_12,c_11,c_2,c_1,0.9802,0.062930346
model_1757,c_4,c_5,c_11,c_4,0.9806,0.06193556
model_1758,c_4,m_1,c_8,c_2,0.9669,0.11078373
model_1759,c_1,c_3,c_3,c_1,0.9802,0.06062448
model_1760,c_6,c_7,c_8,c_10,0.979,0.06888179
model_1761,c_8,c_1,c_8,c_3,0.9786,0.06284644
model_1762,c_11,c_5,c_5,c_3,0.9785,0.06270843
model_1763,c_6,c_8,c_1,c_5,0.9793,0.0651358
model_1764,m_3,c_3,s,-,0.8416,0.50169194
model_1765,c_5,c_4,c_9,m_1,0.9808,0.05902005
model_1766,c_7,c_7,c_6,c_6,0.9793,0.06437148
model_1767,m_3,m_1,c_1,c_9,0.5553,1.3141706
model_1768,c_10,c_7,m_2,c_8,0.9709,0.095290676
model_1769,c_1,c_6,c_7,c_11,0.9804,0.061427955
model_1770,c_7,c_5,c_7,c_8,0.98,0.061814316
model_1771,c_1,c_7,c_9,c_9,0.981,0.05916564
model_1772,c_11,c_11,c_10,c_2,0.9815,0.059580382
model_1773,c_6,c_2,c_3,m_2,0.9795,0.062423404
model_1774,c_11,c_8,m_3,m_1,0.9789,0.06931995
model_1775,c_4,c_11,c_9,c_11,0.9805,0.059936132
model_1776,c_9,c_4,c_6,c_7,0.98,0.059731085
model_1777,c_11,c_9,c_9,c_5,0.9783,0.06375986
model_1778,c_10,m_1,c_5,m_1,0.9658,0.11539661
model_1779,c_5,c_12,c_8,c_1,0.9784,0.063345216
model_1780,c_5,c_11,c_4,c_4,0.9807,0.061029874
model_1781,c_1,c_3,m_1,c_12,0.974,0.085921936
model_1782,c_10,c_8,c_8,s,0.981,0.060103603
model_1783,c_3,c_10,c_3,c_4,0.98,0.06190763
model_1784,c_7,m_2,c_4,c_9,0.9635,0.12285729
model_1785,c_10,c_6,c_2,c_9,0.9799,0.0618362
model_1786,c_1,c_11,c_3,c_6,0.9804,0.06184937
model_1787,c_7,c_12,c_7,c_3,0.9812,0.05906431
model_1788,c_5,c_11,m_2,c_9,0.9752,0.08157432
model_1789,c_1,c_10,c_8,c_3,0.982,0.057231233
model_1790,c_4,c_10,s,-,0.9774,0.07590654
model_1791,c_5,c_11,c_5,c_1,0.9818,0.06095364
model_1792,c_7,m_1,c_2,m_1,0.9662,0.11197111
model_1793,c_8,c_11,c_8,c_8,0.9784,0.067632616
model_1794,c_3,c_10,c_4,s,0.9802,0.06188282
model_1795,c_12,c_1,c_12,c_9,0.9786,0.063328125
model_1796,c_1,c_5,c_6,c_12,0.9808,0.058073062
model_1797,c_1,c_8,m_1,c_8,0.9733,0.088697344
model_1798,c_4,c_9,c_7,c_8,0.9798,0.060555227
model_1799,c_2,c_5,c_10,c_12,0.9815,0.057617623
model_1800,c_2,c_11,c_7,c_12,0.98,0.061485153
model_1801,c_1,c_10,c_6,c_9,0.9811,0.058009468
model_1802,m_3,c_12,c_1,c_5,0.8688,0.39301583
model_1803,c_6,m_1,c_11,s,0.9684,0.10685868
model_1804,c_12,c_9,c_3,m_1,0.9805,0.06272955
model_1805,c_1,c_8,c_11,c_2,0.9813,0.05999218
model_1806,c_6,c_3,c_10,c_4,0.9784,0.06329222
model_1807,c_1,c_12,c_11,c_12,0.9796,0.062150374
model_1808,c_5,c_9,s,-,0.9769,0.07257775
model_1809,c_2,c_2,m_3,c_11,0.9777,0.072630994
model_1810,c_12,c_7,c_1,m_3,0.9788,0.06444526
model_1811,c_5,m_3,c_8,c_9,0.971,0.09816866
model_1812,c_4,c_1,c_7,c_2,0.9801,0.059052497
model_1813,c_7,c_12,c_10,c_11,0.9799,0.06222257
model_1814,c_5,c_7,c_12,m_2,0.9802,0.06183349
model_1815,c_5,c_10,c_3,c_9,0.9799,0.060616735
model_1816,c_1,c_6,c_12,c_2,0.9794,0.059762985
model_1817,c_12,c_10,c_7,c_6,0.9809,0.0620965
model_1818,c_4,c_5,c_7,c_7,0.9824,0.055685498
model_1819,c_8,c_6,m_2,c_3,0.9785,0.070857845
model_1820,c_7,c_2,c_7,m_1,0.9823,0.057476208
model_1821,c_7,c_3,c_12,c_12,0.9808,0.059658773
model_1822,c_6,c_4,c_8,c_1,0.979,0.060747508
model_1823,c_3,c_1,m_1,s,0.9713,0.094499215
model_1824,c_11,c_3,c_7,m_1,0.9798,0.063372895
model_1825,c_10,c_11,c_4,m_1,0.9795,0.061202362
model_1826,c_6,c_6,c_8,c_8,0.9782,0.06473206
model_1827,c_5,c_6,m_3,s,0.9822,0.059985485
model_1828,c_2,m_3,c_10,c_9,0.9698,0.098634884
model_1829,c_3,m_3,c_4,c_7,0.9719,0.09797346
model_1830,c_1,c_8,c_3,c_5,0.9794,0.0654964
model_1831,c_6,c_10,c_12,c_1,0.98,0.062284905
model_1832,c_5,c_5,c_2,c_9,0.9798,0.06114738
model_1833,c_9,c_3,c_9,m_2,0.9788,0.06473984
model_1834,c_10,m_1,c_7,m_2,0.9656,0.114914015
model_1835,c_8,m_1,c_5,c_1,0.9683,0.1080049
model_1836,c_6,c_1,c_8,c_4,0.9805,0.058456857
model_1837,c_2,m_1,c_1,c_11,0.9683,0.10752766
model_1838,c_9,m_3,c_4,c_9,0.972,0.09583482
model_1839,c_10,m_1,c_6,c_3,0.9648,0.115335934
model_1840,c_5,c_3,m_2,m_1,0.9772,0.07095789
model_1841,c_1,c_4,c_4,c_11,0.9807,0.05906332
model_1842,c_11,c_9,c_10,c_6,0.9798,0.063040234
model_1843,c_5,c_1,c_12,c_8,0.9807,0.06141721
model_1844,c_8,m_1,c_10,c_1,0.9687,0.10738887
model_1845,c_1,m_3,c_8,c_4,0.9487,0.17042422
model_1846,c_6,c_2,c_9,c_10,0.9783,0.06256673
model_1847,c_12,c_7,c_2,c_1,0.9803,0.06240726
model_1848,c_2,c_12,c_7,s,0.9806,0.05882203
model_1849,c_9,c_3,c_10,m_2,0.9794,0.064241014
model_1850,c_12,c_8,m_1,m_3,0.9721,0.09075223
model_1851,c_4,m_2,c_2,c_2,0.9639,0.12037715
model_1852,c_6,c_8,c_4,c_12,0.9779,0.066782966
model_1853,c_6,c_1,c_9,c_10,0.9795,0.06260658
model_1854,c_5,m_3,c_10,c_6,0.9706,0.09847106
model_1855,c_6,m_1,c_5,c_12,0.9675,0.10871377
model_1856,c_12,m_1,c_5,c_11,0.9671,0.10871811
model_1857,c_3,m_2,c_2,c_9,0.9692,0.106526315
model_1858,m_2,m_1,c_1,m_1,0.7913,0.66195375
model_1859,c_2,m_2,c_1,c_6,0.9685,0.112486824
model_1860,c_10,c_5,m_2,c_7,0.9746,0.08700819
model_1861,c_11,c_9,c_2,c_6,0.9812,0.06146242
model_1862,c_11,c_5,c_7,c_11,0.9808,0.061434437
model_1863,m_2,c_8,m_3,s,0.9198,0.2930296
model_1864,c_2,m_1,c_5,m_1,0.9687,0.10409984
model_1865,c_1,c_9,s,-,0.9774,0.07240797
model_1866,c_2,c_7,c_12,c_10,0.9811,0.05981307
model_1867,c_12,c_8,c_1,c_8,0.9802,0.06202762
model_1868,c_7,c_2,c_10,c_12,0.9805,0.060677506
model_1869,m_3,c_10,c_8,c_4,0.871,0.3839299
model_1870,c_2,c_7,s,-,0.9774,0.07326427
model_1871,c_8,c_8,c_8,c_12,0.9766,0.068761975
model_1872,c_8,c_11,c_12,c_8,0.9806,0.057344843
model_1873,c_12,m_3,c_8,c_10,0.9744,0.085900694
model_1874,c_2,m_3,c_6,m_1,0.97,0.10251121
model_1875,m_2,c_1,c_1,c_2,0.951,0.16380313
model_1876,c_4,c_7,m_2,c_12,0.972,0.09651869
model_1877,c_4,c_2,m_1,c_12,0.9725,0.09290769
model_1878,c_10,c_12,c_12,c_3,0.9806,0.060021568
model_1879,c_5,c_4,m_3,c_11,0.975,0.08211986
model_1880,m_3,c_7,c_8,m_2,0.8717,0.38322222
model_1881,c_6,c_11,c_3,c_8,0.9791,0.064677976
model_1882,c_10,c_5,c_4,m_1,0.9804,0.06260625
model_1883,c_1,c_10,s,-,0.9774,0.07518652
model_1884,c_7,c_5,m_3,c_7,0.9802,0.07071722
model_1885,c_8,c_4,c_2,c_5,0.9808,0.05956461
model_1886,c_12,c_9,c_9,c_8,0.978,0.06282102
model_1887,c_7,c_10,m_2,s,0.9716,0.093426354
model_1888,c_4,c_2,c_4,c_5,0.9801,0.061482407
model_1889,c_5,m_3,c_3,c_8,0.9687,0.10556834
model_1890,c_8,c_12,s,-,0.9759,0.074727885
model_1891,c_9,c_4,c_6,c_2,0.9806,0.06313663
model_1892,c_2,c_4,c_10,c_8,0.9817,0.05687258
model_1893,c_5,c_10,c_9,c_5,0.9796,0.06399961
model_1894,c_7,c_10,c_11,c_10,0.9808,0.0621201
model_1895,c_2,c_6,c_11,c_3,0.9784,0.06383593
model_1896,c_7,c_2,c_7,c_10,0.9806,0.05756744
model_1897,m_1,s,-,-,0.8953,0.40298048
model_1898,c_11,c_4,c_1,m_3,0.9806,0.059188005
model_1899,c_9,c_4,c_3,s,0.9791,0.06445447
model_1900,c_11,m_1,c_10,m_2,0.9675,0.106541656
model_1901,c_1,m_1,c_6,c_3,0.9666,0.110426575
model_1902,c_11,c_3,c_1,c_3,0.9791,0.060941104
model_1903,c_4,c_8,c_9,c_1,0.9788,0.06391288
model_1904,c_1,c_5,c_5,c_1,0.9804,0.059942782
model_1905,c_12,m_1,s,-,0.9501,0.17252468
model_1906,c_11,c_6,c_12,c_6,0.9794,0.063087195
model_1907,c_12,c_6,c_4,c_12,0.9798,0.06070218
model_1908,c_5,c_11,m_3,c_1,0.9805,0.06446717
model_1909,c_5,m_1,m_2,c_9,0.9567,0.15708715
model_1910,c_6,c_12,c_2,c_8,0.9798,0.06474265
model_1911,c_4,c_7,c_1,m_1,0.9819,0.058327645
model_1912,c_4,c_5,c_3,c_3,0.9806,0.059274983
model_1913,c_7,c_6,m_2,c_2,0.9796,0.06734305
model_1914,c_4,c_9,c_2,c_8,0.9802,0.06480961
model_1915,c_5,m_1,c_11,c_3,0.969,0.10381945
model_1916,c_5,c_7,m_3,c_12,0.9786,0.076839596
model_1917,c_9,m_2,m_1,c_7,0.9619,0.13805361
model_1918,c_2,c_12,c_5,c_6,0.9803,0.060695358
model_1919,c_12,c_8,c_7,c_7,0.9806,0.059777163
model_1920,m_3,m_3,c_5,m_2,0.1135,2.3010676
model_1921,c_3,m_1,c_7,c_4,0.9676,0.10543926
model_1922,c_9,m_1,c_2,c_11,0.9683,0.10246701
model_1923,c_8,c_4,s,-,0.9761,0.07588264
model_1924,c_1,c_3,c_9,c_8,0.9799,0.06376102
model_1925,c_3,m_1,c_5,c_7,0.9683,0.10524955
model_1926,c_2,c_2,c_12,m_2,0.979,0.06393004
model_1927,c_12,c_11,c_5,m_3,0.9781,0.06492816
