Model,1st Layer,2nd Layer,3rd Layer,4th Layer,Accuracy,Loss
model_801,m_2,s,-,-,0.8894,0.41746303
model_802,c_7,c_6,c_8,c_4,0.9806,0.059559308
model_803,c_1,c_4,c_11,m_1,0.9816,0.06181347
model_804,c_10,c_5,c_7,m_1,0.9799,0.060770884
model_805,c_6,c_7,c_2,c_8,0.9811,0.06282897
model_806,c_4,c_8,c_11,-,0.9775,0.072072044
model_807,c_10,c_12,c_8,c_1,0.9799,0.062673144
model_808,c_8,c_11,c_4,c_9,0.981,0.05926212
model_809,c_12,m_1,c_2,s,0.9678,0.105714
model_810,c_3,c_2,c_2,s,0.9802,0.062248826
model_811,c_12,c_8,c_10,c_10,0.9796,0.06563989
model_812,c_9,c_11,c_1,c_10,0.9766,0.070573404
model_813,c_8,m_1,m_1,c_2,0.9418,0.20686002
model_814,m_2,c_9,c_8,m_1,0.9507,0.16313586
model_815,c_7,c_3,c_5,c_12,0.981,0.05901248
model_816,c_9,c_4,c_8,m_3,0.9803,0.060223795
model_817,c_1,c_2,c_4,c_10,0.9785,0.065485075
model_818,c_7,c_11,c_3,c_7,0.982,0.05761384
model_819,c_9,c_7,c_8,m_2,0.979,0.064006805
model_820,c_12,c_8,m_2,c_10,0.9748,0.0820542
model_821,c_4,c_5,m_3,c_2,0.9798,0.0665314
model_822,c_9,c_9,c_3,c_1,0.9809,0.058318354
model_823,c_10,c_7,c_2,c_10,0.9797,0.060088374
model_824,c_3,c_6,c_7,s,0.98,0.06399879
model_825,c_4,c_5,c_2,c_2,0.9803,0.065316215
model_826,c_8,c_12,c_1,s,0.9797,0.06263655
model_827,c_12,c_6,c_11,c_2,0.979,0.06771053
model_828,c_5,c_8,c_8,c_11,0.9804,0.061515186
model_829,c_1,m_2,c_6,c_12,0.9643,0.116327204
model_830,c_3,c_8,c_6,c_11,0.9787,0.063195325
model_831,c_1,m_1,m_2,m_2,0.9385,0.23334296
model_832,c_9,c_7,c_12,c_12,0.9799,0.06252149
model_833,c_7,c_3,c_5,c_10,0.9806,0.059810404
model_834,c_10,c_10,c_9,c_1,0.9795,0.06181271
model_835,m_3,c_9,c_2,c_1,0.8718,0.39400837
model_836,c_1,c_2,c_8,c_8,0.9809,0.05758982
model_837,c_3,c_7,c_9,c_4,0.9799,0.06440895
model_838,c_6,c_3,c_1,c_4,0.9799,0.0632715
model_839,c_4,m_1,m_1,c_5,0.9225,0.26592812
model_840,m_1,c_7,m_1,m_2,0.924,0.2661576
model_841,c_10,c_8,c_5,m_2,0.9799,0.06152006
model_842,c_1,m_2,c_6,m_3,0.9643,0.11694045
model_843,c_9,c_1,c_11,m_3,0.9803,0.0629059
model_844,c_12,c_8,c_12,c_10,0.9812,0.05718708
model_845,c_7,c_9,c_8,m_1,0.9807,0.06264752
model_846,c_11,m_1,c_4,c_1,0.9682,0.107014544
model_847,c_2,c_4,m_3,c_10,0.976,0.079290226
model_848,c_10,c_9,c_7,c_8,0.982,0.05795083
model_849,c_7,c_5,c_10,c_10,0.9813,0.05906462
model_850,c_3,m_1,c_7,m_3,0.9678,0.10710518
model_851,c_5,c_4,m_3,c_6,0.9749,0.08396084
model_852,c_5,m_1,m_2,s,0.955,0.16649117
model_853,c_9,c_1,c_11,c_7,0.9804,0.05997219
model_854,c_4,c_1,c_3,c_3,0.9813,0.058127277
model_855,c_10,m_2,m_1,s,0.9259,0.26839662
model_856,c_1,c_7,c_6,m_1,0.9812,0.05928835
model_857,c_12,m_2,c_7,c_1,0.9689,0.10478374
model_858,c_7,c_9,c_4,c_7,0.9802,0.062106833
model_859,c_2,m_1,c_1,c_10,0.9665,0.109680094
model_860,c_5,c_4,c_12,c_5,0.9817,0.05661234
model_861,c_2,c_4,c_5,c_11,0.9803,0.06304216
model_862,m_3,m_2,c_4,c_6,0.281,1.9414014
model_863,c_6,c_2,c_3,c_12,0.981,0.05923017
model_864,c_9,c_6,c_6,m_3,0.9798,0.059407543
model_865,c_4,c_2,c_9,m_2,0.9798,0.06266233
model_866,c_6,m_1,c_5,m_2,0.9687,0.10535581
model_867,c_1,c_1,c_7,m_2,0.9815,0.06004393
model_868,c_4,c_2,c_11,s,0.9804,0.061388765
model_869,c_3,m_3,c_2,m_2,0.9745,0.08332753
model_870,c_12,c_10,m_2,m_3,0.974,0.08443527
model_871,c_4,c_3,c_8,c_11,0.9808,0.060804132
model_872,c_1,c_4,c_1,c_3,0.9806,0.06059594
model_873,c_4,c_7,c_3,c_5,0.9804,0.062003095
model_874,c_7,m_3,c_2,m_2,0.9573,0.14915116
model_875,c_10,c_11,c_4,c_1,0.9801,0.060474455
model_876,c_12,m_2,m_3,c_9,0.9492,0.2054983
model_877,c_10,c_2,c_6,c_3,0.9794,0.06451531
model_878,c_8,c_12,c_11,c_7,0.9808,0.06113869
model_879,c_3,c_6,c_2,c_4,0.9792,0.06274224
model_880,c_3,c_10,c_4,m_1,0.9803,0.058435712
model_881,c_4,c_9,c_4,c_7,0.9791,0.063322894
model_882,c_7,c_1,c_7,c_4,0.9804,0.059849788
model_883,c_12,c_4,c_11,c_11,0.9795,0.060547926
model_884,c_10,m_2,c_1,c_7,0.9626,0.124763004
model_885,c_8,m_3,c_12,c_6,0.9736,0.09149484
model_886,c_2,c_10,m_2,c_5,0.9711,0.09313846
model_887,c_9,m_2,c_4,c_12,0.9712,0.099743985
model_888,m_1,c_7,s,-,0.9341,0.22623637
model_889,c_2,c_2,c_2,s,0.9814,0.059809852
model_890,c_12,m_2,m_3,m_2,0.9454,0.20888203
model_891,c_7,c_3,c_2,m_3,0.981,0.05950938
model_892,c_11,c_3,s,-,0.9778,0.07363431
model_893,c_9,c_8,m_2,m_2,0.9731,0.087615274
model_894,c_12,c_3,c_4,c_1,0.9798,0.061871763
model_895,c_5,c_11,c_1,c_10,0.9792,0.06077172
model_896,c_7,c_9,c_9,c_7,0.9791,0.06197795
model_897,c_7,c_6,c_6,m_1,0.9787,0.06295236
model_898,c_3,c_2,c_5,c_3,0.9801,0.061540566
model_899,c_5,c_12,c_3,c_11,0.9788,0.059736293
model_900,c_2,c_6,m_3,c_6,0.9823,0.058337446
model_901,m_3,c_9,c_2,c_6,0.8702,0.40125385
model_902,c_6,c_11,c_9,c_2,0.981,0.05903276
model_903,c_2,m_1,c_12,c_3,0.9683,0.10612728
model_904,c_11,c_11,c_9,c_10,0.9814,0.058252532
model_905,c_4,c_5,m_2,m_2,0.974,0.0857121
model_906,c_2,c_7,m_2,c_12,0.9725,0.09166077
model_907,m_3,c_6,c_3,c_7,0.8702,0.39475486
model_908,c_7,m_3,s,-,0.9444,0.1980378
model_909,c_9,c_7,c_7,c_2,0.981,0.05873937
model_910,c_8,c_7,c_11,s,0.9806,0.05826084
model_911,c_5,c_8,c_5,c_6,0.9802,0.059801523
model_912,c_8,c_5,c_10,m_2,0.98,0.05852382
model_913,c_1,c_12,c_10,m_3,0.9799,0.061662287
model_914,c_9,c_4,c_5,c_9,0.9799,0.06386857
model_915,c_3,c_10,c_3,c_5,0.9797,0.061116762
model_916,c_11,m_1,c_10,m_2,0.9669,0.109249346
model_917,c_11,c_9,s,-,0.9774,0.07250296
model_918,c_5,c_6,m_2,c_10,0.9769,0.073880844
model_919,c_10,c_10,m_3,c_7,0.9764,0.08504963
model_920,c_9,c_3,m_2,c_2,0.9758,0.0752277
model_921,c_1,c_1,c_12,c_4,0.9818,0.055933088
model_922,c_2,m_3,m_3,c_3,0.7482,1.0633981
model_923,c_7,c_8,m_3,c_9,0.9784,0.06902982
model_924,c_12,m_2,c_9,c_5,0.9695,0.10465601
model_925,c_2,c_10,c_3,c_3,0.9809,0.05932076
model_926,c_9,m_3,c_5,c_1,0.9747,0.08661733
model_927,c_4,c_6,c_11,s,0.9798,0.06176884
model_928,c_5,c_12,c_7,m_2,0.9794,0.06195088
model_929,c_1,c_5,c_10,c_9,0.9801,0.060563233
model_930,c_3,c_2,c_9,c_1,0.9792,0.060764838
model_931,c_8,c_3,m_1,c_2,0.9731,0.08648642
model_932,c_10,c_6,s,-,0.9763,0.07573091
model_933,c_9,c_2,c_6,m_2,0.9794,0.065377906
model_934,c_3,c_6,c_7,c_3,0.98,0.06291883
model_935,c_7,c_4,c_5,c_8,0.9816,0.057367686
model_936,c_10,c_11,c_3,c_11,0.9788,0.06450893
model_937,c_7,c_10,c_2,m_2,0.9803,0.058500737
model_938,c_7,c_9,c_2,m_2,0.9794,0.06151179
model_939,c_3,c_11,c_8,c_11,0.981,0.06212717
model_940,m_1,m_1,c_2,c_1,0.8316,0.5309403
model_941,c_3,c_3,c_1,c_1,0.9814,0.05916936
model_942,c_1,m_3,c_8,m_2,0.9603,0.14077152
model_943,c_12,c_7,s,-,0.976,0.07312
model_944,c_10,c_7,c_11,c_10,0.9806,0.057485346
model_945,c_6,c_3,m_2,c_2,0.9761,0.07898368
model_946,c_8,m_2,m_1,c_5,0.9506,0.18463805
model_947,c_5,m_3,c_1,c_9,0.9683,0.106803484
model_948,c_7,c_5,c_3,c_2,0.9799,0.061926134
model_949,c_8,c_6,m_2,c_4,0.9783,0.07183302
model_950,c_7,m_2,c_1,c_9,0.9615,0.12597623
model_951,c_2,m_3,c_11,c_12,0.9688,0.09805016
model_952,c_1,c_10,c_10,c_1,0.9801,0.059456516
model_953,c_3,c_10,s,-,0.976,0.07532536
model_954,c_4,c_11,c_7,c_6,0.9813,0.05930202
model_955,c_6,c_9,c_3,c_7,0.9788,0.06665273
model_956,c_9,c_11,c_8,s,0.9788,0.0649693
